owner,name,dependencies,description,latestCommit,githubLink,websiteLink,reputation,activity,popularity,languages,commitCount,totalStars,recentContributors
briansmith,ring,no status,An experiment.,2/25/2025,https://github.com/briansmith/ring,,11,72%,10,"C, Perl, Assembly, Python, Shell",121,3892,"richard-rogalski, heiher, lexibigcheese, briansmith, davidben, goffrie, erickt, juliankrieger, coder0xff, marijns95, morn-0, sthibaul, dirreke, oberrich, wangcundashang"
alloy-rs,alloy,no status,"Transports, Middleware, and Networks for the Alloy project",3/1/2025,https://github.com/alloy-rs/alloy,https://alloy.rs,7,72%,10,"Rust, Shell",310,750,"neithanmo, abnerzheng, fgimenez, brechtpd, steph-mipt, erikreppel, qdrs, jmcph4, igorline, garwahl, tonyke-bot, hvanz, ciaranmcveigh5, lourkeur, cuiweixie, willpapper, yjhmelody, alisinabh, ethernomad, eshaan7, liamaharon, shankinson, yohkaz, gakonst, loocapro, chris13524, mattsse, prestwich, jorgemmsilva, popzxc, meyer9, hbdgr, rakita, clabby, zilayo, lakshya-sky, 0xalpharush, moliveiraz, onbjerg, lgingerich, greged93, siosw, nadtech-hub, kayabanerve, rkrasiuk, jtguibas, evalir, rgafiyatullin, gnapoli23, konstantinzolotarev, nkysg, rhacker, ebolon, moricho, refcell, philogy, alexfertel, dastanbeksamatov, zemse, teddav, hthuz, kustrun, skandabhat, leruaa, nicolaswent, quentinv72, rexcloud, jsvisa, 0x00101010, 0xfourzerofour, sozinm, grandizzy, vid201, 1makarov, karrq, dinonard, ferranbt, ralexstokes, kolbyml, yash-atreya, banteg, halo3mic, kpp, artificialpb, tudo1403, merklefruit, wollac, therainisme, royvardhan, youngkashew, publicqi, zobront, danipopes, shekhirin, emhane, pangan21, nuts-rice, roynalnaruto, guha-rahul, willmalcs, ryanschneider, dorlneylon, b-zee, programskillforverification, rjected, wodann, developeruche, tcoratger, forcodedancing, varun-doshi, klkvr, 0xdapper, zerosnacks, m1stoyanov, mistapproach, cairoeth, jackg-eth, startup-dreamer, edwardjes, stackoverflowexcept1on, emperororokusaki, stevencartavia, poulavbhowmick03, rupam-04, 0xkr8os, dhruv-2003, joshiedo, the-solid-box, 0xc0ffeebabeeth, starkbamse, 0xriazaka, cakevm, poma-keeps-building, dothebesttogetthebest, hai-rise, threehrsleep, hoank101, cody-wang-cb"
metamask,core,no status,This monorepo is a collection of packages used across multiple MetaMask clients,2/28/2025,https://github.com/metamask/core,,6,71%,10,"TypeScript, JavaScript, Shell, jq",229,250,"danjm, mrtenz, ogpoyraz, mathieuartu, dawnseeker8, mcmire, nicholasellul, desi, frederikbolding, ulissesferreira, ritave, gantunesr, prithpal-sooriya, belfordz, matthewwalsh0, cal-l, sahar-fehri, zone-live, ginmu, dddddanica, amitabh94, matteoscurati, pedronfigueiredo, vgau, dan437, georgewrmarshall, nickewansmith, gudahtt, rekmarks, salimtb, pnarayanaswamy, digiwand, jpuri, owencraston, 409h, dovydas55, jiexi, majorlift, mikesposito, adonesky1, bergeron, gambinish, shanejonas, metamaskbot, augmentedmode, jonathansoufer, bzahory, kanthesha, vinistevam, matt561, tommasini, bigshmow, hmalik88, ccharly, patryklucka, akaryatrh, dbrans, ffmcgee725, danroc, kylanhurt, jeffsmale90, montelaidev, rrabenda, imblue-dabadee, cryptodev-2s, legobeat, infiniteflower"
burntsushi,jiff,no status,A datetime library for Rust that encourages you to jump into the pit of success.,2/28/2025,https://github.com/burntsushi/jiff,,13,71%,10,"Rust, Shell",91,2050,"bschoenmaeckers, fiadliel, zacknewman, joshtriplett, drmason13, msk, martinvonz, leoniephiline, leiysky, lu-zero, 1996fanrui, nakedible, burntsushi, 35vlg84, robertbastian, tenx-s, sharkdp, potatotech, tshepang, musicinmybrain, plecra, daalfox"
getsentry,sentry-javascript,no status,Official Sentry SDKs for JavaScript,2/28/2025,https://github.com/getsentry/sentry-javascript,https://sentry.io,8,71%,10,"JavaScript, HTML, TypeScript, Shell, CSS",245,8125,"gurpreetatwal, jas-kas, robinvw1, billyvg, stephanie-anderson, charpeni, undead-voron, arturovt, tjhiggins, andrew0, scttcper, 6farer, cadesalaberry, MFoster, nwalters512, fibs7000, filips123, 0calories, mhuggins, soapproject, nekoyasan, zakrepashe, a-hariti, jeffreyhung, artzhookov, monstrag, maximepvrt, abhiprasad, ryan953, anonrig, bcoe, pboling, aloisklink, jaspreet57, micahlyle, getsentry-bot, conor-ob, jahands, tcoyze, timfish, trzeciak, byk, obecny, ykzts, bfontaine, lms24, obostjancic, lforst, lizhiyao, zen-cronic, edwardgou-sentry, mydea, gitsquared, philipphofmann, filips-alpe, phuctm97, sg60, leopoldkristjansson, harshithmohan, maxmaxme, nicohrubec, mcous, mdtro, chargome, zhiyan114, soch4n, topaxi, nathankleyn, soerface, davidturissini, gerrywilko, jonasba, quisido, jun-sheaf, andreykovanov, hazat, ziyadkhalil, antonis, joshuajaco, krystofwoldrich, horochx, s1gr1d, kiliman, joshkel, rexxars, onurtemizkan, jpulec, gilisho, benjick, c298lee, tannerlinsley, juliancast, kevinl10, aryanvdesh, edem-cyber, jaulz, hhk1, n4bb12, grizlik1988, AndreyTheWeb, odanado, zih0, jessezhang91, sjoertjuh, lsmurray, sentrivana, chris-basebone, joemmalatesta, mjq-sentry, dgavranic, harish-talview, andreiborza, leoambio, aliu3ntry, spalmurray-codecov"
electron,electron,no status,":electron: Build cross-platform desktop apps with JavaScript, HTML, and CSS",3/1/2025,https://github.com/electron/electron,https://electronjs.org,10,71%,10,"C++, C, Objective-C++, Objective-C, Python",246,115641,"richardtorres314, indutny-signal, ckerr, voidfill, mitchchn, felixrieseberg, yangannyx, jakobdev, cucbin, erickzhao, samuelmaddock, nornagon, daihere1993, nashaofu, techquery, ajayk, gerhardberger, yuzawa-san, khalwa, malept, selfisekai, miniak, dend, anaisbetts, nilayarya, evolutionx-10, theogravity, sajjon, rcombs, mai-121, brjsp, tuanzijiang, dlon, qdirks, cstringer, kghamilton89, ogarai, cnschwarzer, codebytere, nilaoda, taoky, roboschmied, arenevier, indutny, deadbeef84, deepak1556, clavin, crutchcorn, mayur9210, mlaurencin, cclauss, illusory-dream, cptpcrd, nikwen, georgexu99, xupea, vertedinde, co63oc, kilian, ismaelmartinez, vitekcerny, dsanders11, autonome, cezarykulakowski, itsananderson, devinbinnie, leleat, msisov, l11r, marshallofsound, jcolpal, alicelovescake, tomashubelbauer, cedrikewers, kaitlinnewson, jkleinsc, zcbenz, michal-pichlinski-openfin, piotrpdev, ariasaleia, max54nj, terrence-ou, shaymolcho, kavindu-udara, wujinli"
rust-lang,cargo,no status,The Rust package manager,3/1/2025,https://github.com/rust-lang/cargo,https://doc.rust-lang.org/cargo,10,71%,10,"Shell, Rust, Roff, JavaScript, Python",310,13221,"kpreid, valadaptive, arlosi, surechen, heiher, turbo87, weihanglo, jneem, estebank, klensy, linyihai, alexendoo, dtolnay, riley-williams, madsmtm, scop, choznerol, justahero, mrobinson, bryangarza, jw013, naglis, thiblahute, osiewicz, eth3lbert, rustin170506, ijackson, pietroalbini, muscraft, henry40408, iawia002, pauldance, cuviper, urgau, stevenengler, eh2406, wafflelapkin, onur-ozkan, jhpratt, ralfjung, bors, rami3l, chrisdenton, kobzol, heisen-li, luuuxxx, ehuss, flowrey, torhovland, rimutaka, gmorenz, skogseth, dieterplex, rukai, eddiewebb, iliana, lschuermann, alexcrichton, tbu-, epage, dvdhrm, baby230211, byron, justsmth, vitalikbuterineth, pavedroad, guqicun, yukionfire, tianyeyouyou, hattizai"
ethereum,go-ethereum,no status,Go implementation of the Ethereum protocol,3/1/2025,https://github.com/ethereum/go-ethereum,https://geth.ethereum.org,9,71%,10,"Go, Java, Shell, C, Makefile",241,47255,"cedrick-ah, decanus, qcrao, gzliudan, marcindsobczak, buddh0, ayumukasuga, ajsutton, dbadoy, lightclient, laggu, holiman, karlb, guillaumemichel, mdehoog, artjoma, qdm12, cuiweixie, nebojsa94, s1na, nand2, kumakichi, jamesstanleystewart, mariusvanderwijden, nolag, stevemilk, huyngopt1994, taiking, j2gg0s, ceyonur, aaronchen0, keroro520, ysh0566, psogv0308, roberto-bayardo, magicxyyz, vieyang, marioevz, jmank88, maoueh, mohanson, zhiqiangxu, hyunsooda, karalabe, hzysvilla, fredriksvantes, testwill, forestkeeperio, pengwenhui888, ziogaschr, javaandfly, andreisilviudragnea, shivhg, undefinedor, yincongcyincong, hyhnet, islishude, halimao, rkrasiuk, sebastianst, yosuzzy, reductionista, gartnera, sucramx, ngotchac, 9547, infosecual, edisonsr, reds, draganm, fearlessfe, ucwong, eltociear, bnovil, yasyzb, hadv, achmand, zsfelfoldi, pawanjay176, withzoo, bearpebble, palango, estensen, jwasinger, alexandermint, lmittmann, fselmo, jsvisa, fearlesschenc, grapebaba, 0xmountaintop, llkhacquan, kevaundray, shemnon, kkqy, rrhlrmrr, niuxiaojie81, roysc, lilasxie, amiremohamadi, lorenzo-dev1, gballet, mask-pp, newt6611, tomdever, darioush, antonydenyer, weiihann, tr1sm0s1n, ronething-bot, smin-k, gealber, zgfzgf, songzhibin97, babyhalimao, wukingbow, carawang, icarus9913, praetoriansentry, kchojn, mdymalla, imalasong, 0xbeny, 0xvasconcelos, jeremyschlatter, rjl493456442, piersy, abirdcfly, dyxushuai, tmelhao, aschlosberg, ryanschneider, shrimalmadhur, gap-editor, arajasek, wzshiming, cuinix, miles-six, danyalprout, fjl, georgehao, plasmapower, sandakersmann, jsign, nathanbsc, 0xwitty, minh-bq, colinlyguo, dorisriver, dknopik, darrenvechain, ocheretovich, chen4903, winterjihwan, kiarash8112, htiennv, naveen-imtb, jeukhwang, itsdevbear, 0xkazak, ericxtheodore, nethoxa, qqqeck, seay404, deterclosed, savvar9991, availhang, carehabit, suiyuan1314, crazeteam, easyfold, trillom8, persmor, bugmaker9371, yudrywet, kukuru909, gitglorythegreat, hteevoli, tinyfoxy, yukionfire, dashangcun, caseylove, winniehere, justindhillon, tianyeyouyou, wangjingcun, hattizai, levisyin, cocoyeal, polymaer, cario-dev, atomicinnovation321, cratiu222, sangilmo, hr98w"
foundry-rs,foundry,no status,"Foundry is a blazing fast, portable and modular toolkit for Ethereum application development written in Rust.",3/1/2025,https://github.com/foundry-rs/foundry,https://getfoundry.sh,7,71%,10,"Rust, Solidity, Shell, Dockerfile, Nix",301,8163,"byteshijinn, jaywhite2357, cruzmolina, meetmangukiya, 0xkitsune, azleal, tropicaldog17, fgimenez, beeb, 0xtekgrinder, jxom, tuler, lightclient, feynman-x, smartcontracts, rswanson, zhangzhuosjtu, troublor, dwerner, tremarkley, ckoopmann, nbaztec, cuiweixie, alisinabh, zjb0807, iliastsa, mds1, nic619, krzkaczor, minhd-vu, cassc, loocapro, antazoey, mattsse, nilock, nathanhleung, pawurb, jorgemmsilva, mw2000, piohei, l1nxy, zhiqiangxu, risinek, rakita, clabby, longbowlu, matthewliu10, fmorisan, lakshya-sky, paulrberg, elfedy, chitimeschi, onbjerg, aureliusbtc, greged93, maxmustermann2, golden-expiriensu, fedemagnani, ewoolsey, iainnash, sabnock01, paulperegud, andremiras, pogobounce, rkrasiuk, evalir, macfarla, codesandwich, trevorgjohnson, fenghaojiang, naps62, gnapoli23, ngotchac, leovct, 9547, ayenesimo1i, nkysg, moricho, dbeal-eth, alexfertel, zemse, teddav, jakim929, vbrvk, samlaf, pablovillaplana, jsvisa, grandizzy, shunkakinoki, dcb9, karrq, wtdcode, drakeevans, rplusq, jpgonzalezra, sambacha, qiweiii, yash-atreya, anukul, cdump, picdc, sergerad, bernard-wagner, youngkashew, praneshasp, abhishekkochar, bixia, dhairyasethi, llllvvuu, publicqi, evan-gray, caiquejjx, danipopes, srdtrk, tudmotu, pangan21, kien6034, mgiagante, jenpaff, ryanschneider, dorlneylon, programskillforverification, rjected, boolafish, klkvr, huyhuynh3103, emo-eth, sealer3, voronor, francesco-gaglione, hoaleee, zerosnacks, mdqst, frontier159, 0xvv, jtfirek, startup-dreamer, edwardjes, stackoverflowexcept1on, jamieship, axelaramburu, runerogue, mario-eth, kamuik16, turbocrime, looklose, aganisgash, poma-keeps-building, haxry, dothebesttogetthebest, wangjingcun, threehrsleep, justinmoore-next"
hyperledger,besu,no status,"An enterprise-grade Java-based, Apache 2.0 licensed Ethereum client https://wiki.hyperledger.org/display/besu",2/27/2025,https://github.com/hyperledger/besu,https://www.hyperledger.org/projects/besu,7,71%,10,"JavaScript, Java, Shell, Dockerfile, Solidity",253,1483,"amsmota, tiesd, gabriel-trintinalia, skylenet, tbenr, pinges, savid, cdivitotawela, lucassaldanha, garyschulte, non-fungible-nelson, 7suyash7, jonesho, seanyoung, wetitpig, gfukushima, macfarla, matkt, suraneti, siladu, philosup, andrewcoder666, gconnect, krsh24, jframe, jflo, pr9t, joshuafernandes, cloudspores, shemnon, iryoung, masdxi, gauravahuja, florianhuc, nicksneo, itfat, wolmin, kesrishubham2510, rodionlim, filter94, letypequividelespoubelles, pullurib, friedemannf, ahamlat, mbaxter, matthew1001, usmansaleem, daniellehrner, guidovranken, defitricks, gtebrean, mdqst, lu-pinto, kingnhcomcast, pucedoteth, brindrajsinh-chauhan, fab-10, standstaff, stevenmia, goodactive, knowmost, lyfsn, cangqiaoyuzhuo, vaidikcode, leniram159, neowangreal, bluebluesaku, snazzysam933, leeliren6, matilda-clerke, wellweek, wangjingcun, itstarman100, robocopsgonesock, brawncode"
prysmaticlabs,prysm,no status,Go implementation of Ethereum proof of stake,2/28/2025,https://github.com/prysmaticlabs/prysm,https://www.offchainlabs.com,7,71%,10,"Go, Shell, Dockerfile, Starlark, Smarty",247,3456,"samuel-videau, prestonvanloon, gsora, saolyn, cuiweixie, treethought, potuz, 0xste, gts2030, fredriksvantes, 0w3n-d, syjn99, rkapka, jgscr, v4lproik, bharath-123, terencechain, barnabasbusa, qu0b, bnovil, bshastry, james-prysm, jsvisa, kevaundray, coldpak, db2510, ferranbt, nisdas, gazzua, hopinheimer, jor-tech, kasey, hoanguyenkh, nalepae, zhaochonghe, mohamadbastin, letonchanh, shyam-patel-kira, taranpreet26311, patricevignola, thedevbirb, threewebcode, jtraglia, a-thomas-22, redidacove, rupam-04, brindrajsinh-chauhan, carrychair, savvar9991, redistay, sky-coderay, oftenoccur, fuyangpengqi, hidewrong, stellrust, charltonliv, vickkkkkyy, ethfanwilliam, shangchengbabaiban, ryanbgg, wangjingcun"
vercel,vercel,no status,Develop. Preview. Ship.,2/28/2025,https://github.com/vercel/vercel,https://vercel.com,9,70%,10,"JavaScript, TypeScript, Go, Python, Ruby",231,12655,"lukahartwig, wbinnssmith, tcc-sejohnson, paulogdm, tootallnate, natemoo-re, chriswdmr, dvoytenko, andybitz, ethan-arrowood, pawlean, aaorris, balazsorban44, feugy, ztanner, stefma, smaeda-ks, jakeuskoski, karlpablo, lubieowoce, onsclom, developerjhp, frontsideair, vercel-release-bot, cramforce, ecklf, amyegan, brookemosby, ryansolid, mountainash, dmmulroy, marcgreenstock, janory, tknickman, schniz, kikobeats, balazs4, devin345458, ijjk, styfle, trek, lukesheard, zyxkad, leerob, anthonyshew, huskyjp, nandanmen, emeraldsanto, viablesystemmodel, manovotny, craigandrews, ofhouse, huozhi, ismaelrumzan, jooliashi, chris-olszewski, endangeredmassa, quiibz, jeffsee55, dummdidumm, timeyoutakeit, kaifulee, disintegrator, simonecervini, zertsov, wyattjoh, eprosimon, mtilda, erikareads, joelhenningsen, srikrsna-buf, devjiwonchoi, riskrole, findseat, careworry, bobconandev"
sphinx-doc,sphinx,no status,The Sphinx documentation generator,3/1/2025,https://github.com/sphinx-doc/sphinx,https://www.sphinx-doc.org/,9,70%,10,"Makefile, Python, TeX, HTML, JavaScript",240,6871,"tk0miya, pholica, adamtheturtle, mgeier, t-8ch, rdch106, shimizukawa, rffontenelle, kdeldycke, stephenfin, djhoese, noklam, jdknight, ecormany, julien-lecomte, methane, jmbowman, progamergov, picnixz, mgorny, goerz, v-gar, afranke, kartben, sneakers-the-rat, hugovk, doerwalter, mitya57, bradking, silverrainz, fconil, xunyinzhe, mattwang44, mkay-sh, jfbu, cbarrick, kou, timhoffm, chrisjsewell, tbekolay, wlach, ftnext, larsoner, n-peugnet, nedbat, alvinhochun, vwheeler63, thfanning, jellezijlstra, aa-turner, m-aciek, jdillard, cmarqu, jstasiak, cclauss, smheidrich, awhetter, tlouf, tiger3018, dimitripapadopoulos, danieleades, carreau, fivitti, snoopy1866, donaldh, tuncbkose, simaoafonso-pwt, cyrilroelandtenovance, lexming, stsewd, jenshnielsen, jayaddison, jacobchesslo, troiganto, ferdnyc, aiudirog, onavratil-monetplus, jakobandersen, attakei, krobelus, b-kamphorst, dstansby, dbaston, bmwiedemann, eanorige, quotuva, ecaled, lynn-hu-d, castillonmiguel, vpratz, sergejkr, khanxmetu"
huggingface,huggingface.js,no status,Utilities to use the Hugging Face Hub API,3/1/2025,https://github.com/huggingface/huggingface.js,https://hf.co/docs/huggingface.js,9,70%,10,"JavaScript, TypeScript, HTML, Svelte, Shell",211,1533,"zouharvi, ngxson, giladgd, apolinario, dfrico, not-lain, osanseviero, aemreusta, m626znq, tnt3530, rajaryan18, kaihuang724, boxabirds, ndebuhr, percevalw, enzostvs, cisc, friuns2, severo, madgetr, mrkiura, akarshanbiswas, aricgamma, vaibhavs10, jinnovation, connorch, ggerganov, radames, riccardomusmeci, laubonghaudoi, pcuenca, wauplin, mishig25, kakulukian, rocketknight1, pngwn, sammcj, elimcosta, gokayfem, soufianechami, dylanebert, abdel-17, jpetrucciani, kmsorsms, beurkinger, mudler, andysonys, lewington-pitsos, frascuchon, saksham36, zeqiang-lai, kitcat-dev, xenova, michaelkarpe, johko, warpwing, kenhktsui, chainchompa, ljchang, dlavrenuek, wang-haoxian, laurent2916, starkdmi, jiangdi0924, phudtran, zeke, nahidalam, 28smiles, martin-gorner, mcpatate, hassonofer, coyotte508, frozenburning, yagil, mattezell, cakiki, hanouticelina, tomaarsen, xianbaoqian, gary149, arxyzan, lzy-tony, pbendus, nateraw, julien-c, snowyu, flux9665, sbrandeis, dandv, jasonhp, sanjumsanthosh, standardai, krampstudio, teofeliu, nikeshparajuli, hcookie, nielsrogge, borg93, wanghelin1997, ashwinkumargb, machineuser, axel7083, lhoestq, badayvedat, lawrence-cj, usamakenway, rwightman, linoytsaban, deep-unlearning, pierrci, henrykironde, marcgruener, merveenoyan, blumenstiel, atiorh, thien, xyc, julian-q, tymzar, jorgecepeda, biw, zzzweakman, melroy89, govind-s-b, ardaatahan, nutlope, lirui-zhao, lvoursl, drazdra, om-alve, arjun-a-i, chinnadhuraisankar, o-toff, nroggendorff, ved-genmo, huggingfaceinfra, alexrs-cohere, ryan-the-crayon"
reown-com,appkit,no status,The full stack toolkit to build onchain app UX,2/28/2025,https://github.com/reown-com/appkit,https://reown.com/appkit,7,70%,10,"JavaScript, TypeScript, MDX, Shell, CSS",230,5060,"codergon, rohit-710, quetool, gooxpf, enesozturk, chris13524, tien, tomiir, brunogcpinheiro, bkrem, bulgakovk, nithishvb, llbartekll, ignaciosantise, maxmaxme, boidushya, phoenixvs, magehernan, ozgurrgul, xiaoxianboy, lukaisailovic, rtomas, arein, kannusingh, hmzakhalid, svenvoskamp, zoruka, zaibon, cali93, alekshirsch, imlonghao, combab0, phillweston, nikosrossolatos, ganchoradkov, simon-he95, magiziz, glitch-txs, segunadebayo, devceline, jd1378, longxiangqiao, riyueguang, guckool, toccata-yy-lista"
facebook,watchman,no status,"Watches files and records, or triggers actions, when they change. ",3/1/2025,https://github.com/facebook/watchman,https://facebook.github.io/watchman/,9,70%,10,"C, Shell, JavaScript, Python, Ruby",349,12952,"orvid, ahornby, mimir-d, yfeldblum, gownta, muirdm, connernilsen, scott8440, genevievehelsel, kavehahmadi60, zpao, nadavrot, srikrishnagopu, jdelliot, zertosh, cookiecomputing, jmswen, robhogan, mszabo-wikia, stepancheg, yifanyuan3, spmzt, slawlor, paulcruz74, keito, codyohl, thecatcore, ianlevesque, orip, kvtsoy, lamasters, michaelcuevas, carlocab, r-barnes, pkubaj, quark-zju, fowles, jagill, fanzeyi, vinigupta08, sggutier, vitaut, tchaikov, chadaustin, tarun-manchala, xavierd, facebook-github-bot, amyreese, ckwalsh, zchee"
webgptorg,promptbook,no status,It's time for a paradigm shift! The future of software is in plain English ✨,3/1/2025,https://github.com/webgptorg/promptbook,https://ptbk.io,4,70%,10,"JavaScript, TypeScript, OpenSCAD, HTML, Shell",274,100,"jorgesquared, jmikedupont2, hejny"
vitest-dev,vitest,no status,Next generation testing framework powered by Vite.,3/1/2025,https://github.com/vitest-dev/vitest,https://vitest.dev,9,70%,10,"TypeScript, JavaScript, Vue, HTML, CSS",240,12249,"haines, scottbedard, kyleamathews, pedro00dk, wnr, chriswheeldon-peakon, xeger, pengoosedev, kamontat, fregante, paulrosset, rgrove, ariperkkio, mmkal, kamilogorek, saitonakamura, st-ddt, willieho, sheremet-va, yannbf, bnjm, michaelnwani, vikingair, dsyddall, geersch, thebanjomatic, paulienm, gaspardip, tsirlucas, capricorn86, rwaskiewicz, jviide, iafanasov, tim-we, marvinhagemeister, kaioduarte, jpleclerc, antfu, ad1992, jsanchezio, kimulaco, matanbobi, hahanein, robintail, akarachen, macko911, aryaemami59, flamenco, xuxucode, way2ex, btea, camilleteruel, mindfulpol, huyenltnguyen, chaptergy, devjoaolopes, gabskoro, ferdodo, kxalex, lordfirespeed, gravitonic, nathan-knight, flambe, onmax, lucinyan, iendeavor, masonlouchart, zirkelc, vorant94, andarist, aqandrew, mgabor3141, lenni009, meduzen, giildo, masnormen, bluwy, surc54, rdil, orbisk, emiyaaaaa, nopeless, elanning, mrginglymus, mneveroff, fgordillo, g-rath, ziebam, hakshu25, benmccann, tmcw, farouk19, wheresrhys, barbapapazes, jr-g, iiio2, kouak, sapphi-red, le-harivansh, cexbrayat, hi-ogawa, nickheap2, ayoayco, gzliew, thor-juhasz, wmertens, zacharyvoase, jacoberdman2147, visualyuki, apple-yagi, patak-dev, fenghan34, flx-sta, molily, coolgoose, pjotrsavitski, jh-leong, dubzzz, jonahkagan, jycouet, superchupudev, eddienubes, mannil, joshuahhh, sxzz, joristdh, vanaigr, austinhnelson, syi0808, weedyseadragon, runyasak, xxzefgh, minsgy, bickforda, oreoxmt, sukovanej, userquin, zyoshoka, bandhan-majumder, ma-hawaj, thetyster, shulaoda, mzhubail, sjtucoder"
hickory-dns,hickory-dns,no status,"A Rust based DNS client, server, and resolver",2/28/2025,https://github.com/hickory-dns/hickory-dns,,9,70%,10,"Rust, Shell, Just, Dockerfile, Jinja",219,4336,"msrd0, hch12907, interj, djc, mokeyish, casonadams, divergentdave, sherlock-holo, leshow, justahero, zh-jq, kianmeng, dead10ck, oherrala, daspawn, hingbong, dlon, divagant-martian, situ2001, cpu, domenukk, marcus0x62, bluejekyll, akappel, mstyura, lrouquette, sabify, tinou98, pvdrz, luap99, listochkin, vipww, japaric, dav1do, jcgruenhage, stormshield-robinc, arne91, 0xffffharry, zsdsys"
salsa-rs,salsa,no status,"A generic framework for on-demand, incrementalized computation. Inspired by adapton, glimmer, and rustc's query system.",2/28/2025,https://github.com/salsa-rs/salsa,https://salsa-rs.netlify.app/,9,69%,10,"Rust, Emacs Lisp, JavaScript, CSS, Shell",85,2225,"nikomatsakis, michareiser, davidbarsky, veykril, carljm"
electron-userland,electron-builder,no status,A complete solution to package and build a ready for distribution Electron app with “auto update” support out of the box,3/1/2025,https://github.com/electron-userland/electron-builder,https://www.electron.build,9,69%,10,"JavaScript, Smarty, Shell, TypeScript, NSIS",139,13868,"indutny-signal, dominhhai, pimterry, andreweq, s77rt, cawa-93, nathanlesage, rafaberaldo, hrueger, noahandrews, kochie, kttmv, george-payne, rotu, mokagio, julusian, iongion, blackhole1, t3chguy, duzda, ckarich, damonyu6, saulotarsobc, olivereisenhut, peterdavehello, isaacaderogba, isti115, setchy, pbk-b, breakbb, chocobn69, leey0818, 0xlau, juwonjung-hdj, akatroj, erijo, mifi, kethinov, brandonxlf, gweesin, m59peacemaker, lutzroeder, beyondkmp, ifurther, slhck, ryan432, mmaietta, lemonexe, lamawithonel, rastiqdev, fiesh, doctolivier, xyloflake, peter-sanderson, bobconandev"
graphql-hive,gateway,no status,GraphQL gateway that can act as a Federation Gateway or a Proxy Gateway for any GraphQL service.,2/26/2025,https://github.com/graphql-hive/gateway,https://the-guild.dev/graphql/hive/docs/gateway,9,69%,4,"JavaScript, TypeScript, HTML, HCL, Dockerfile",82,31,"enisdenjo, kamilkisiela, aarne, klippx, ardatan, dotansimha, emrysmyrddin, svenhamers, theguild-bot"
nextest-rs,quick-junit,no status,"A serializer for JUnit reports, used by cargo-nextest",3/1/2025,https://github.com/nextest-rs/quick-junit,https://docs.rs/quick-junit,8,69%,1,"Shell, Awk, Rust",231,4,"sunshowers, nextest-bot"
pydantic,pydantic,no status,Data validation using Python type hints,2/28/2025,https://github.com/pydantic/pydantic,https://docs.pydantic.dev,11,69%,10,"Makefile, Python, Shell",220,22631,"wannieman98, solidguy7, lazyhope, dpeachey, kwint, ollyhensby, maximilianfellhuber, bruno-f-cruz, yassinnouh21, anvil, neevcohen, kharianne, alexeyt101, kludex, cdwilson, s-t-e-v-e-n-k, gunnellevan, chan-vince, tamird, tlambert03, youssefares, bllchmbrs, astei, nix010, adolfovillalobos, joaopalmeiro, adriangb, frfahim, blueturtz, amitschang, idan22moral, davidhewitt, tmpbeing, niclasvaneyk, dlax, mgorny, huonw, candleindark, misrasaurabh1, markussintonen, lgeiger, kinuax, petyosi, haoyun, karmabonfire, jaymbans, seekinginfiniteloop, kc0506, maze21127, alexcouper, ornariece, k4nar, daraan, felixxm, michelealberto, boxyuwu, tomy0000000, nedbat, ofek, alicederyn, anhpham1509, usernamemai, mschoettle, radekwlsk, ChrisPappalardo, dmontagu, cherrysuryp, vagenas, lance-drane, andresliszt, alexmojaki, movisli, alessandromiola, czaki, fyzzyss, ohiodschungel6, thejcannon, josh-newman, pawamoy, alekseylobanov, msabramo, jag-k, pjvv, zzstoatzz, kloczek, hramezani, theunkn0wn1, uriyyo, bjmc, mdaffad, airwoodix, santibreo, louisgobert, daisysheng1, changhc, s-rigaud, ollz272, frost-nzcr4, insumanth, ananiavito, floriansw, samuelcolvin, mikeedjones, aditkumar72, max-muoto, kschwab, austinyu, paulmartin91, sydney-runkle, swelborn, kauabh, jakob-keller, babygrimes, winterblue16, marcbresson, antoni-jamiolkowski, alexprabhat99, a-alexander, k-dash, yezz123, uriyaharpeness, vbmendes, viicos, alexwaygood, bittner, thomasfrimannkoren, mochi22, jaceklaskowski, tkasuz, anesmemisevic, kf-novi, exs-dwoodward, mylapallilavanyaa, dimacybr"
ipython,ipython,no status,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website, documentation builds, etc.",2/28/2025,https://github.com/ipython/ipython,https://ipython.readthedocs.org,9,69%,10,"Python, Makefile, Shell, Batchfile",118,16415,"iloveitaly, s-t-e-v-e-n-k, ivanov, anntzer, doolio, covracer, chalggg, ojamin, wjandrea, melissawm, randolf-scholz, smacke, carreau, haochengxia, frenzymadness, ianthomas23, krassowski, atry, kleirre"
cockroachdb,pebble,no status,RocksDB/LevelDB inspired key-value database in Go,2/28/2025,https://github.com/cockroachdb/pebble,,6,69%,10,"Go, Makefile, CSS, JavaScript, Shell",254,5158,"caicancai, dt, srosenberg, raduberinde, calmh, stevendanna, jbowens, deadmau5v, nicktrav, aadityasondhi, carsonip, rickystewart, itsbilal, nvanbenschoten, sumeerbhola, imalasong, darrylwong, thomasten, anish-shanbhag, cheranmahalingam, edwardx29, redismongo"
